user,item,title,rating
566,97,Dances with Wolves (1990),3
102,328,Conspiracy Theory (1997),2
561,234,Jaws (1975),3
436,974,Eye for an Eye (1996),5
665,7,Twelve Monkeys (1995),4
445,9,Dead Man Walking (1995),2
665,1283,Out to Sea (1997),3
489,1612,"Leading Man, The (1996)",5
606,83,Much Ado About Nothing (1993),5
457,417,"Parent Trap, The (1961)",4
605,255,My Best Friend's Wedding (1997),2
381,514,Annie Hall (1977),5
221,576,Cliffhanger (1993),3
181,6,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),1
169,499,Cat on a Hot Tin Roof (1958),3
367,302,L.A. Confidential (1997),5
565,30,Belle de jour (1967),5
533,107,Moll Flanders (1996),3
639,202,Groundhog Day (1993),2
18,489,Notorious (1946),4
6,472,Dragonheart (1996),1
293,200,"Shining, The (1980)",4
389,99,Snow White and the Seven Dwarfs (1937),5
303,171,Delicatessen (1991),4
487,333,"Game, The (1997)",3
339,449,Star Trek: The Motion Picture (1979),3
291,124,Lone Star (1996),5
682,164,"Abyss, The (1989)",3
181,1084,Anne Frank Remembered (1995),2
472,41,Billy Madison (1995),4
538,173,"Princess Bride, The (1987)",3
619,825,"Arrival, The (1996)",2
312,172,"Empire Strikes Back, The (1980)",4
45,257,Men in Black (1997),5
608,607,Rebecca (1940),5
673,303,Ulee's Gold (1997),5
297,750,Amistad (1997),5
688,288,Scream (1996),5
21,637,"Howling, The (1981)",4
378,42,Clerks (1994),4
435,258,Contact (1997),4
224,193,"Right Stuff, The (1983)",4
586,720,First Knight (1995),4
95,960,Naked (1993),2
429,708,"Sex, Lies, and Videotape (1989)",3
634,7,Twelve Monkeys (1995),4
385,58,Quiz Show (1994),4
25,404,Pinocchio (1940),3
1,110,Operation Dumbo Drop (1995),1
13,650,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",2
344,864,My Fellow Americans (1996),3
342,93,Welcome to the Dollhouse (1995),4
416,333,"Game, The (1997)",4
524,197,"Graduate, The (1967)",4
405,642,"Grifters, The (1990)",1
661,727,Immortal Beloved (1994),4
457,452,Jaws 2 (1978),3
2,269,"Full Monty, The (1997)",4
29,264,Mimic (1997),3
403,106,Diabolique (1996),2
618,720,First Knight (1995),3
160,285,Secrets & Lies (1996),4
450,264,Mimic (1997),3
600,562,"Quick and the Dead, The (1995)",3
648,216,When Harry Met Sally... (1989),4
334,116,Cold Comfort Farm (1995),4
405,37,Nadja (1994),1
44,298,Face/Off (1997),2
11,367,Clueless (1995),3
268,70,Four Weddings and a Funeral (1994),3
666,199,"Bridge on the River Kwai, The (1957)",5
325,58,Quiz Show (1994),3
429,237,Jerry Maguire (1996),3
406,747,Benny & Joon (1993),2
606,89,Blade Runner (1982),5
619,313,Titanic (1997),5
400,301,In & Out (1997),4
663,286,"English Patient, The (1996)",3
346,240,Beavis and Butt-head Do America (1996),1
648,523,Cool Hand Luke (1967),3
450,966,"Affair to Remember, An (1957)",4
604,5,Copycat (1995),2
629,50,Star Wars (1977),5
14,302,L.A. Confidential (1997),5
537,455,Jackie Chan's First Strike (1996),1
279,137,Big Night (1996),4
629,709,Strictly Ballroom (1992),3
207,411,"Nutty Professor, The (1996)",3
569,9,Dead Man Walking (1995),5
661,425,Bob Roberts (1992),4
398,211,M*A*S*H (1970),4
684,553,"Walk in the Clouds, A (1995)",4
243,22,Braveheart (1995),3
21,817,Frisk (1995),3
95,95,Aladdin (1992),3
690,25,"Birdcage, The (1996)",3
276,160,Glengarry Glen Ross (1992),4
584,82,Jurassic Park (1993),3
581,813,"Celluloid Closet, The (1995)",5
537,1101,Six Degrees of Separation (1993),3
551,76,Carlito's Way (1993),4
373,727,Immortal Beloved (1994),4
554,58,Quiz Show (1994),4
207,317,In the Name of the Father (1993),4
305,845,That Thing You Do! (1996),3
7,73,Maverick (1994),3
299,48,Hoop Dreams (1994),4
407,96,Terminator 2: Judgment Day (1991),3
178,77,"Firm, The (1993)",4
655,159,Basic Instinct (1992),3
617,607,Rebecca (1940),4
194,542,Pocahontas (1995),3
102,273,Heat (1995),3
650,227,Star Trek VI: The Undiscovered Country (1991),2
232,655,Stand by Me (1986),4
159,876,Money Talks (1997),2
503,1317,"Journey of August King, The (1995)",4
697,294,Liar Liar (1997),4
439,591,Primal Fear (1996),4
280,486,Sabrina (1954),5
432,471,Courage Under Fire (1996),3
618,66,While You Were Sleeping (1995),4
262,427,To Kill a Mockingbird (1962),4
608,693,Casino (1995),3
608,132,"Wizard of Oz, The (1939)",2
524,520,"Great Escape, The (1963)",3
551,917,Mercury Rising (1998),3
532,1,Toy Story (1995),5
116,1020,Gaslight (1944),3
608,702,Barcelona (1994),1
643,228,Star Trek: The Wrath of Khan (1982),4
387,107,Moll Flanders (1996),3
548,39,Strange Days (1995),5
595,268,Chasing Amy (1997),4
430,318,Schindler's List (1993),5
244,1188,Young Guns II (1990),4
407,729,Nell (1994),4
495,1182,Cops and Robbersons (1994),3
500,1441,Moonlight and Valentino (1995),2
455,423,E.T. the Extra-Terrestrial (1982),5
542,109,Mystery Science Theater 3000: The Movie (1996),4
360,275,Sense and Sensibility (1995),4
208,86,"Remains of the Day, The (1993)",2
527,209,This Is Spinal Tap (1984),4
514,132,"Wizard of Oz, The (1939)",4
660,2,GoldenEye (1995),2
189,50,Star Wars (1977),5
677,237,Jerry Maguire (1996),4
378,1058,"War, The (1994)",3
276,794,It Could Happen to You (1994),2
341,895,Scream 2 (1997),4
82,274,Sabrina (1995),3
286,316,As Good As It Gets (1997),5
311,88,Sleepless in Seattle (1993),4
486,628,Sleepers (1996),3
406,92,True Romance (1993),4
566,80,Hot Shots! Part Deux (1993),3
642,1028,Grumpier Old Men (1995),4
667,124,Lone Star (1996),5
522,654,Chinatown (1974),4
256,975,Fear (1996),3
593,275,Sense and Sensibility (1995),3
234,259,George of the Jungle (1997),2
102,655,Stand by Me (1986),3
198,369,Black Sheep (1996),1
533,371,"Bridges of Madison County, The (1995)",3
497,358,Spawn (1997),4
532,559,Interview with the Vampire (1994),5
495,435,Butch Cassidy and the Sundance Kid (1969),5
606,203,Unforgiven (1992),5
601,98,"Silence of the Lambs, The (1991)",3
693,499,Cat on a Hot Tin Roof (1958),4
562,5,Copycat (1995),4
683,895,Scream 2 (1997),2
313,499,Cat on a Hot Tin Roof (1958),3
343,536,Ponette (1996),4
643,53,Natural Born Killers (1994),4
94,328,Conspiracy Theory (1997),3
269,631,"Crying Game, The (1992)",4
689,879,"Peacemaker, The (1997)",2
658,433,Heathers (1989),4
201,228,Star Trek: The Wrath of Khan (1982),3
486,508,"People vs. Larry Flynt, The (1996)",4
582,121,Independence Day (ID4) (1996),3
667,316,As Good As It Gets (1997),4
648,240,Beavis and Butt-head Do America (1996),2
637,294,Liar Liar (1997),3
580,546,Broken Arrow (1996),1
601,185,Psycho (1960),4
568,162,On Golden Pond (1981),2
56,969,Winnie the Pooh and the Blustery Day (1968),3
271,924,White Squall (1996),3
592,14,"Postino, Il (1994)",5
561,895,Scream 2 (1997),1
437,207,Cyrano de Bergerac (1990),4
40,259,George of the Jungle (1997),2
615,160,Glengarry Glen Ross (1992),3
13,22,Braveheart (1995),4
360,1134,Get on the Bus (1996),3
648,878,That Darn Cat! (1997),3
677,405,Mission: Impossible (1996),4
374,192,Raging Bull (1980),5
508,153,"Fish Called Wanda, A (1988)",3
648,174,Raiders of the Lost Ark (1981),5
198,73,Maverick (1994),3
655,1016,Con Air (1997),3
526,323,Dante's Peak (1997),2
476,168,Monty Python and the Holy Grail (1974),5
610,12,"Usual Suspects, The (1995)",5
650,219,"Nightmare on Elm Street, A (1984)",3
64,384,Naked Gun 33 1/3: The Final Insult (1994),2
531,895,Scream 2 (1997),2
557,58,Quiz Show (1994),4
533,236,Citizen Ruth (1996),4
346,67,Ace Ventura: Pet Detective (1994),3
577,447,Carrie (1976),3
682,1107,Beyond Rangoon (1995),2
347,386,Addams Family Values (1993),1
615,632,Sophie's Choice (1982),5
669,23,Taxi Driver (1976),4
90,208,Young Frankenstein (1974),3
660,431,Highlander (1986),4
561,811,Thirty-Two Short Films About Glenn Gould (1993),3
527,651,Glory (1989),5
370,172,"Empire Strikes Back, The (1980)",4
586,1047,Multiplicity (1996),3
207,722,Nine Months (1995),3
299,487,Roman Holiday (1953),5
685,302,L.A. Confidential (1997),3
80,514,Annie Hall (1977),3
535,166,Manon of the Spring (Manon des sources) (1986),4
339,657,"Manchurian Candidate, The (1962)",4
280,416,Old Yeller (1957),5
409,367,Clueless (1995),3
697,713,Othello (1995),5
368,670,Body Snatchers (1993),3
174,763,Happy Gilmore (1996),1
2,255,My Best Friend's Wedding (1997),4
43,747,Benny & Joon (1993),4
293,404,Pinocchio (1940),4
698,1063,"Little Princess, A (1995)",2
218,175,Brazil (1985),3
620,246,Chasing Amy (1997),4
523,944,Renaissance Man (1994),4
670,482,Some Like It Hot (1959),5
592,4,Get Shorty (1995),4
153,182,GoodFellas (1990),5
59,465,"Jungle Book, The (1994)",2
101,370,Mary Reilly (1996),2
308,230,Star Trek IV: The Voyage Home (1986),4
359,268,Chasing Amy (1997),4
135,55,"Professional, The (1994)",4
192,235,Mars Attacks! (1996),3
313,432,Fantasia (1940),5
664,79,"Fugitive, The (1993)",4
610,56,Pulp Fiction (1994),3
654,1009,Stealing Beauty (1996),3
151,748,"Saint, The (1997)",2
643,288,Scream (1996),4
222,424,Children of the Corn: The Gathering (1996),1
690,210,Indiana Jones and the Last Crusade (1989),3
303,269,"Full Monty, The (1997)",5
533,20,Angels and Insects (1995),5
10,197,"Graduate, The (1967)",5
626,243,Jungle2Jungle (1997),1
474,614,Giant (1956),4
684,48,Hoop Dreams (1994),4
484,204,Back to the Future (1985),5
664,197,"Graduate, The (1967)",4
305,48,Hoop Dreams (1994),5
508,185,Psycho (1960),5
626,286,"English Patient, The (1996)",5
682,333,"Game, The (1997)",4
648,79,"Fugitive, The (1993)",5
542,772,Kids (1995),4
617,569,Wolf (1994),1
379,516,Local Hero (1983),4
365,277,Restoration (1995),4
328,549,Rob Roy (1995),4
186,291,Absolute Power (1997),4
453,53,Natural Born Killers (1994),3
64,91,"Nightmare Before Christmas, The (1993)",4
445,245,"Devil's Own, The (1997)",2
629,135,2001: A Space Odyssey (1968),5
511,288,Scream (1996),4
356,307,"Devil's Advocate, The (1997)",4
409,186,"Blues Brothers, The (1980)",5
643,150,Swingers (1996),5
503,321,Mother (1996),2
374,172,"Empire Strikes Back, The (1980)",3
669,257,Men in Black (1997),3
496,191,Amadeus (1984),5
605,252,"Lost World: Jurassic Park, The (1997)",4
406,53,Natural Born Killers (1994),4
493,195,"Terminator, The (1984)",3
320,1059,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),4
429,52,"Madness of King George, The (1994)",4
268,1098,Flirting With Disaster (1996),3
437,1599,Someone Else's America (1995),5
474,218,Cape Fear (1991),4
618,385,True Lies (1994),4
95,1126,"Old Man and the Sea, The (1958)",4
474,416,Old Yeller (1957),4
374,979,"Trigger Effect, The (1996)",3
92,243,Jungle2Jungle (1997),1
294,313,Titanic (1997),5
94,317,In the Name of the Father (1993),5
685,991,Keys to Tulsa (1997),1
256,363,Sudden Death (1995),3
405,843,"Shaggy Dog, The (1959)",2
533,382,"Adventures of Priscilla, Queen of the Desert, The (1994)",1
425,895,Scream 2 (1997),4
28,28,Apollo 13 (1995),4
626,988,"Beautician and the Beast, The (1997)",1
490,455,Jackie Chan's First Strike (1996),4
189,863,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",4
524,322,Murder at 1600 (1997),4
487,97,Dances with Wolves (1990),5
659,127,"Godfather, The (1972)",5
618,423,E.T. the Extra-Terrestrial (1982),5
428,326,G.I. Jane (1997),3
270,535,Addicted to Love (1997),5
686,425,Bob Roberts (1992),5
291,780,Dumb & Dumber (1994),5
58,98,"Silence of the Lambs, The (1991)",4
406,123,"Frighteners, The (1996)",4
227,274,Sabrina (1995),4
85,822,Faces (1968),3
268,561,Mary Shelley's Frankenstein (1994),3
58,199,"Bridge on the River Kwai, The (1957)",4
586,240,Beavis and Butt-head Do America (1996),3
90,1205,"Secret Agent, The (1996)",3
592,854,Bad Taste (1987),5
592,173,"Princess Bride, The (1987)",5
622,1207,Jade (1995),2
619,720,First Knight (1995),4
59,679,Conan the Barbarian (1981),4
568,615,"39 Steps, The (1935)",5
497,1228,Under Siege 2: Dark Territory (1995),2
600,810,"Shadow, The (1994)",3
506,215,Field of Dreams (1989),5
185,160,Glengarry Glen Ross (1992),1
405,447,Carrie (1976),4
305,143,"Sound of Music, The (1965)",3
323,23,Taxi Driver (1976),5
488,328,Conspiracy Theory (1997),4
198,727,Immortal Beloved (1994),4
466,885,Phantoms (1998),2
312,945,Charade (1963),5
463,473,James and the Giant Peach (1996),4
655,1029,Jury Duty (1995),1
130,64,"Shawshank Redemption, The (1994)",5
537,425,Bob Roberts (1992),3
391,498,"African Queen, The (1951)",4
623,504,Bonnie and Clyde (1967),3
692,1023,Fathers' Day (1997),2
693,273,Heat (1995),3
660,996,"Big Green, The (1995)",1
244,80,Hot Shots! Part Deux (1993),3
225,286,"English Patient, The (1996)",4
177,186,"Blues Brothers, The (1980)",4
279,61,Three Colors: White (1994),4
295,809,Rising Sun (1993),4
268,728,Junior (1994),2
347,183,Alien (1979),3
536,435,Butch Cassidy and the Sundance Kid (1969),3
426,197,"Graduate, The (1967)",4
484,405,Mission: Impossible (1996),4
269,530,"Man Who Would Be King, The (1975)",3
608,166,Manon of the Spring (Manon des sources) (1986),3
409,209,This Is Spinal Tap (1984),5
234,154,Monty Python's Life of Brian (1979),3
627,1134,Get on the Bus (1996),1
629,660,Fried Green Tomatoes (1991),5
561,679,Conan the Barbarian (1981),3
450,527,Gandhi (1982),5
6,185,Psycho (1960),5
374,1013,Anaconda (1997),2
344,281,"River Wild, The (1994)",3
644,597,Eraser (1996),4
504,4,Get Shorty (1995),4
20,148,"Ghost and the Darkness, The (1996)",5
189,118,Twister (1996),1
354,473,James and the Giant Peach (1996),3
539,170,Cinema Paradiso (1988),5
638,430,Duck Soup (1933),5
485,330,187 (1997),3
415,748,"Saint, The (1997)",5
465,423,E.T. the Extra-Terrestrial (1982),3
543,480,North by Northwest (1959),4
354,311,"Wings of the Dove, The (1997)",5
586,31,Crimson Tide (1995),4
354,303,Ulee's Gold (1997),5
326,484,"Maltese Falcon, The (1941)",5
584,40,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",4
648,676,"Crucible, The (1996)",2
665,24,Rumble in the Bronx (1995),3
577,63,"Santa Clause, The (1994)",4
543,529,My Life as a Dog (Mitt liv som hund) (1985),4
586,27,Bad Boys (1995),3
343,134,Citizen Kane (1941),5
370,199,"Bridge on the River Kwai, The (1957)",4
505,191,Amadeus (1984),3
655,1585,American Dream (1990),4
125,508,"People vs. Larry Flynt, The (1996)",1
181,1391,For Ever Mozart (1996),1
469,306,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",4
391,182,GoodFellas (1990),4
635,13,Mighty Aphrodite (1995),2
470,1067,Bottle Rocket (1996),4
698,568,Speed (1994),2
587,339,Mad City (1997),3
94,780,Dumb & Dumber (1994),3
590,15,Mr. Holland's Opus (1995),3
682,1089,Speed 2: Cruise Control (1997),2
424,538,Anastasia (1997),5
560,411,"Nutty Professor, The (1996)",3
346,391,Last Action Hero (1993),2
690,790,Tommy Boy (1995),3
467,249,Austin Powers: International Man of Mystery (1997),3
642,570,Wyatt Earp (1994),1
559,197,"Graduate, The (1967)",4
250,248,Grosse Pointe Blank (1997),2
619,515,"Boot, Das (1981)",1
474,291,Absolute Power (1997),4
568,638,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",3
479,318,Schindler's List (1993),5
672,50,Star Wars (1977),3
234,66,While You Were Sleeping (1995),3
389,491,"Adventures of Robin Hood, The (1938)",5
642,63,"Santa Clause, The (1994)",3
484,73,Maverick (1994),4
174,126,"Spitfire Grill, The (1996)",5
441,342,"Man Who Knew Too Little, The (1997)",4
262,1135,"Doors, The (1991)",3
559,511,Lawrence of Arabia (1962),2
254,231,Batman Returns (1992),3
610,7,Twelve Monkeys (1995),2
694,1050,"Ghost and Mrs. Muir, The (1947)",3
267,153,"Fish Called Wanda, A (1988)",5
543,163,"Return of the Pink Panther, The (1974)",4
655,527,Gandhi (1982),3
330,102,"Aristocats, The (1970)",4
361,611,Laura (1944),4
588,174,Raiders of the Lost Ark (1981),3
645,286,"English Patient, The (1996)",4
606,125,Phenomenon (1996),4
624,687,McHale's Navy (1997),2
94,679,Conan the Barbarian (1981),4
396,245,"Devil's Own, The (1997)",3
182,50,Star Wars (1977),5
361,49,I.Q. (1994),3
492,772,Kids (1995),1
318,385,True Lies (1994),4
538,42,Clerks (1994),1
586,591,Primal Fear (1996),3
450,731,"Corrina, Corrina (1994)",3
470,1,Toy Story (1995),3
303,143,"Sound of Music, The (1965)",4
690,80,Hot Shots! Part Deux (1993),3
174,178,12 Angry Men (1957),5
72,1147,My Family (1995),5
517,127,"Godfather, The (1972)",4
500,268,Chasing Amy (1997),5
7,666,Blood For Dracula (Andy Warhol's Dracula) (1974),4
318,618,Picnic (1955),3
327,152,Sleeper (1973),3
468,111,"Truth About Cats & Dogs, The (1996)",4
435,162,On Golden Pond (1981),1
1,66,While You Were Sleeping (1995),4
345,255,My Best Friend's Wedding (1997),4
239,462,Like Water For Chocolate (Como agua para chocolate) (1992),5
13,39,Strange Days (1995),3
311,66,While You Were Sleeping (1995),4
658,96,Terminator 2: Judgment Day (1991),4
552,1014,Romy and Michele's High School Reunion (1997),4
682,597,Eraser (1996),1
622,855,Diva (1981),3
654,678,Volcano (1997),4
262,153,"Fish Called Wanda, A (1988)",3
664,663,Being There (1979),4
481,283,Emma (1996),5
545,549,Rob Roy (1995),4
593,183,Alien (1979),4
606,161,Top Gun (1986),4
426,135,2001: A Space Odyssey (1968),3
269,255,My Best Friend's Wedding (1997),1
536,708,"Sex, Lies, and Videotape (1989)",3
680,20,Angels and Insects (1995),4
76,93,Welcome to the Dollhouse (1995),4
561,52,"Madness of King George, The (1994)",4
207,475,Trainspotting (1996),2
295,381,Muriel's Wedding (1994),5
346,541,Mortal Kombat (1995),3
234,765,Boomerang (1992),3
276,769,Congo (1995),1
21,259,George of the Jungle (1997),2
677,148,"Ghost and the Darkness, The (1996)",4
427,258,Contact (1997),4
606,993,Hercules (1997),5
401,511,Lawrence of Arabia (1962),2
138,509,My Left Foot (1989),4
234,650,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",3
478,1048,She's the One (1996),4
388,9,Dead Man Walking (1995),3
232,100,Fargo (1996),5
483,180,Apocalypse Now (1979),2
683,268,Chasing Amy (1997),4
90,496,It's a Wonderful Life (1946),4
634,508,"People vs. Larry Flynt, The (1996)",4
542,357,One Flew Over the Cuckoo's Nest (1975),5
198,431,Highlander (1986),3
496,356,"Client, The (1994)",2
408,313,Titanic (1997),4
417,1416,No Escape (1994),2
379,434,Forbidden Planet (1956),3
554,173,"Princess Bride, The (1987)",3
622,50,Star Wars (1977),5
291,117,"Rock, The (1996)",5
642,462,Like Water For Chocolate (Como agua para chocolate) (1992),4
295,465,"Jungle Book, The (1994)",4
486,935,Paradise Road (1997),4
222,1188,Young Guns II (1990),3
345,485,My Fair Lady (1964),4
434,7,Twelve Monkeys (1995),1
642,527,Gandhi (1982),4
176,286,"English Patient, The (1996)",2
151,93,Welcome to the Dollhouse (1995),5
223,1016,Con Air (1997),5
705,1043,Rent-a-Kid (1995),5
682,357,One Flew Over the Cuckoo's Nest (1975),3
85,710,Better Off Dead... (1985),2
85,82,Jurassic Park (1993),3
655,698,"Browning Version, The (1994)",4
543,518,Miller's Crossing (1990),3
524,416,Old Yeller (1957),4
363,204,Back to the Future (1985),2
537,281,"River Wild, The (1994)",1
693,132,"Wizard of Oz, The (1939)",4
230,121,Independence Day (ID4) (1996),4
256,538,Anastasia (1997),5
653,474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4
551,943,Killing Zoe (1994),5
592,12,"Usual Suspects, The (1995)",5
26,116,Cold Comfort Farm (1995),2
398,602,"American in Paris, An (1951)",4
680,1012,Private Parts (1997),3
110,1090,Sliver (1993),2
597,264,Mimic (1997),4
705,578,Demolition Man (1993),3
524,705,Singin' in the Rain (1952),3
84,628,Sleepers (1996),3
378,94,Home Alone (1990),3
567,209,This Is Spinal Tap (1984),4
129,903,Afterglow (1997),2
502,687,McHale's Navy (1997),4
514,293,Donnie Brasco (1997),3
524,950,Georgia (1995),4
115,176,Aliens (1986),5
416,1262,Walking and Talking (1996),5
244,433,Heathers (1989),5
299,91,"Nightmare Before Christmas, The (1993)",4
690,276,Leaving Las Vegas (1995),3
655,1379,Love and Other Catastrophes (1996),3
149,346,Jackie Brown (1997),4
268,191,Amadeus (1984),4
387,429,"Day the Earth Stood Still, The (1951)",3
541,174,Raiders of the Lost Ark (1981),4
59,180,Apocalypse Now (1979),4
650,238,Raising Arizona (1987),4
276,475,Trainspotting (1996),5
437,275,Sense and Sensibility (1995),5
655,208,Young Frankenstein (1974),3
527,7,Twelve Monkeys (1995),5
532,251,Shall We Dance? (1996),4
650,449,Star Trek: The Motion Picture (1979),3
111,315,Apt Pupil (1998),5
197,183,Alien (1979),5
513,127,"Godfather, The (1972)",4
91,601,For Whom the Bell Tolls (1943),4
605,475,Trainspotting (1996),3
521,22,Braveheart (1995),4
500,98,"Silence of the Lambs, The (1991)",4
334,629,Victor/Victoria (1982),4
145,1051,"Associate, The (1996)",2
528,298,Face/Off (1997),4
535,61,Three Colors: White (1994),3
279,1037,Grease 2 (1982),1
405,666,Blood For Dracula (Andy Warhol's Dracula) (1974),1
499,157,Platoon (1986),3
543,704,"House of the Spirits, The (1993)",3
562,416,Old Yeller (1957),5
659,179,"Clockwork Orange, A (1971)",1
611,896,"Sweet Hereafter, The (1997)",3
72,5,Copycat (1995),4
478,65,What's Eating Gilbert Grape (1993),4
660,197,"Graduate, The (1967)",3
141,1014,Romy and Michele's High School Reunion (1997),3
442,1218,Friday (1995),2
655,1134,Get on the Bus (1996),3
323,50,Star Wars (1977),5
203,323,Dante's Peak (1997),3
640,750,Amistad (1997),5
487,239,Sneakers (1992),5
9,242,Kolya (1996),4
624,342,"Man Who Knew Too Little, The (1997)",3
236,328,Conspiracy Theory (1997),5
670,651,Glory (1989),4
701,285,Secrets & Lies (1996),5
223,1051,"Associate, The (1996)",3
429,418,Cinderella (1950),3
624,333,"Game, The (1997)",4
299,502,Bananas (1971),4
257,286,"English Patient, The (1996)",5
299,402,Ghost (1990),3
218,648,"Quiet Man, The (1952)",4
693,131,Breakfast at Tiffany's (1961),3
565,638,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",4
406,405,Mission: Impossible (1996),3
671,233,Under Siege (1992),4
620,35,Free Willy 2: The Adventure Home (1995),3
538,566,Clear and Present Danger (1994),3
443,12,"Usual Suspects, The (1995)",5
592,305,"Ice Storm, The (1997)",4
92,363,Sudden Death (1995),3
671,581,Kalifornia (1993),2
584,313,Titanic (1997),5
653,196,Dead Poets Society (1989),2
642,1076,"Pagemaster, The (1994)",2
693,480,North by Northwest (1959),4
492,285,Secrets & Lies (1996),4
435,195,"Terminator, The (1984)",5
160,483,Casablanca (1942),5
493,60,Three Colors: Blue (1993),2
694,432,Fantasia (1940),4
91,328,Conspiracy Theory (1997),4
699,748,"Saint, The (1997)",2
507,690,Seven Years in Tibet (1997),4
639,197,"Graduate, The (1967)",3
337,879,"Peacemaker, The (1997)",3
623,435,Butch Cassidy and the Sundance Kid (1969),5
214,582,"Piano, The (1993)",3
653,230,Star Trek IV: The Voyage Home (1986),3
699,100,Fargo (1996),4
694,191,Amadeus (1984),5
240,269,"Full Monty, The (1997)",5
144,514,Annie Hall (1977),5
698,512,Wings of Desire (1987),4
279,480,North by Northwest (1959),3
632,184,Army of Darkness (1993),5
458,143,"Sound of Music, The (1965)",4
456,143,"Sound of Music, The (1965)",3
336,204,Back to the Future (1985),5
495,1469,Tom and Huck (1995),5
532,1188,Young Guns II (1990),4
495,229,Star Trek III: The Search for Spock (1984),3
298,211,M*A*S*H (1970),5
560,654,Chinatown (1974),5
658,458,Nixon (1995),3
518,147,"Long Kiss Goodnight, The (1996)",4
545,419,Mary Poppins (1964),3
655,909,Dangerous Beauty (1998),3
619,350,Fallen (1998),3
279,342,"Man Who Knew Too Little, The (1997)",4
521,431,Highlander (1986),4
416,754,Red Corner (1997),5
301,12,"Usual Suspects, The (1995)",4
59,789,Swimming with Sharks (1995),4
62,569,Wolf (1994),1
632,282,"Time to Kill, A (1996)",4
102,68,"Crow, The (1994)",2
621,398,Super Mario Bros. (1993),2
653,448,"Omen, The (1976)",4
692,285,Secrets & Lies (1996),3
349,100,Fargo (1996),4
606,174,Raiders of the Lost Ark (1981),5
519,259,George of the Jungle (1997),1
371,183,Alien (1979),5
545,182,GoodFellas (1990),3
388,307,"Devil's Advocate, The (1997)",4
486,124,Lone Star (1996),5
655,1008,I Shot Andy Warhol (1996),3
343,98,"Silence of the Lambs, The (1991)",5
457,1039,Hamlet (1996),5
1,77,"Firm, The (1993)",4
111,354,"Wedding Singer, The (1998)",4
704,205,Patton (1970),5
417,258,Contact (1997),4
524,584,"Secret Garden, The (1993)",1
606,153,"Fish Called Wanda, A (1988)",3
200,62,Stargate (1994),5
659,654,Chinatown (1974),4
595,1061,"Evening Star, The (1996)",3
507,750,Amistad (1997),5
671,23,Taxi Driver (1976),4
405,193,"Right Stuff, The (1983)",4
669,326,G.I. Jane (1997),1
487,685,Executive Decision (1996),3
546,164,"Abyss, The (1989)",4
149,874,Career Girls (1997),3
618,576,Cliffhanger (1993),4
608,133,Gone with the Wind (1939),4
125,687,McHale's Navy (1997),3
472,28,Apollo 13 (1995),5
679,288,Scream (1996),4
582,3,Four Rooms (1995),3
555,410,Kingpin (1996),4
417,357,One Flew Over the Cuckoo's Nest (1975),5
301,250,"Fifth Element, The (1997)",4
347,202,Groundhog Day (1993),4
553,515,"Boot, Das (1981)",5
393,68,"Crow, The (1994)",4
72,466,Red Rock West (1992),4
650,55,"Professional, The (1994)",4
301,393,Mrs. Doubtfire (1993),3
270,582,"Piano, The (1993)",3
279,1185,In the Army Now (1994),1
436,92,True Romance (1993),3
184,715,To Die For (1995),4
373,435,Butch Cassidy and the Sundance Kid (1969),4
404,690,Seven Years in Tibet (1997),5
338,215,Field of Dreams (1989),3
347,203,Unforgiven (1992),5
647,328,Conspiracy Theory (1997),3
621,561,Mary Shelley's Frankenstein (1994),4
650,692,"American President, The (1995)",3
465,32,Crumb (1994),3
322,258,Contact (1997),4
457,117,"Rock, The (1996)",4
59,185,Psycho (1960),5
457,203,Unforgiven (1992),4
435,15,Mr. Holland's Opus (1995),3
707,14,"Postino, Il (1994)",3
609,258,Contact (1997),3
692,692,"American President, The (1995)",3
499,275,Sense and Sensibility (1995),3
429,210,Indiana Jones and the Last Crusade (1989),4
160,589,"Wild Bunch, The (1969)",3
461,158,Weekend at Bernie's (1989),2
234,1100,What Happened Was... (1994),2
623,659,Arsenic and Old Lace (1944),5
409,1093,Live Nude Girls (1995),2
643,111,"Truth About Cats & Dogs, The (1996)",4
589,286,"English Patient, The (1996)",3
345,620,"Chamber, The (1996)",2
195,386,Addams Family Values (1993),2
463,1163,"Portrait of a Lady, The (1996)",4
514,181,Return of the Jedi (1983),4
498,212,"Unbearable Lightness of Being, The (1988)",3
417,946,"Fox and the Hound, The (1981)",4
389,283,Emma (1996),5
12,416,Old Yeller (1957),3
476,1036,Drop Dead Fred (1991),2
653,1023,Fathers' Day (1997),3
487,550,Die Hard: With a Vengeance (1995),3
250,458,Nixon (1995),5
210,443,"Birds, The (1963)",4
